x;y
173;632
-746;387
-251;-50
-217;232
-463;-327
-115;-693
-752;-762
-495;-565
-645;-574
-853;-51
762;985
238;-959
841;664
-144;832
266;-301
-950;574
-959;737
-681;-457
-868;-703
-502;904
-185;-68
230;756
-182;-546
884;-312
565;490
429;-959
-300;375
-761;987
-86;516
224;229
-337;-209
-269;358
-607;534
-374;544
466;912
-179;635
-529;827
-940;421
107;882
-780;404
393;306
-899;-129
33;-508
959;191
555;392
-1;-5
678;426
-434;-137
-881;-658
928;-481
-109;251
-538;-127
-937;702
886;443
415;-169
-760;18
-217;-421
-664;-671
269;698
320;-786
140;442
-709;-21
782;-231
608;-62
-287;-426
270;-467
632;-206
-684;672
263;-734
535;237
379;-559
251;252
-690;1000
993;110
-834;283
883;-224
-636;985
-629;-259
-917;-793
-53;499
900;-735
-490;-84
944;-361
369;-717
-817;-362
129;-735
-337;-71
-847;-132
-933;-193
-824;455
641;465
729;823
268;-851
-90;177
-83;-2
252;-650
-781;397
895;-256
-782;917
-715;-157
904;-368
163;18
691;-199
-428;555
5;671
682;-364
-263;-673
-761;-77
-374;883
549;-181
33;880
537;403
192;-869
690;284
-305;-98
-529;-123
-755;535
-374;-554
-954;-67
-921;220
142;255
752;226
527;-272
130;979
-102;-749
-668;-621
-735;-211
-113;723
-819;-35
-563;-525
-550;-46
-961;-12
-695;-423
599;-185
-841;653
246;-355
224;508
327;352
-982;106
-15;-478
179;-775
715;946
367;-541
194;700
794;566
-331;499
829;-912
46;-540
-914;-660
-933;333
-63;321
-683;-674
-542;-645
438;749
590;348
456;-613
-817;94
-658;99
-44;535
382;-218
-98;267
-825;-496
199;551
281;-695
-522;-347
-726;934
889;28
-490;96
986;-442
-230;-936
561;705
-78;463
185;-897
-182;-938
-393;847
-894;-268
-760;-877
-294;116
-580;915
-876;726
779;-745
707;-482
-94;210
-462;-130
-966;643
50;181
922;-770
-299;390
-146;-12
-210;485
770;-466
-894;-599
323;330
-505;-290
688;-404
-976;623
271;-1
987;-10
907;-852
946;-759
-707;-76
-39;648
-731;723
-121;104
-274;193
-597;-187
-70;-774
-105;100
979;-396
-647;-575
-150;724
611;-22
830;125
612;-647
60;240
-342;414
-976;311
-357;-976
-918;752
-132;305
90;279
782;722
-836;842
-222;-870
-883;-382
631;189
-373;-81
-222;-336
-819;925
-701;-748
-790;894
-913;-595
-629;829
-774;967
893;970
216;949
126;-826
111;-651
-825;-255
-269;568
799;-947
-254;-918
582;-875
665;110
-243;-646
105;756
-28;-598
-895;-609
-221;584
-425;-952
59;528
-303;-680
940;155
-879;-859
-810;-277
238;80
415;-960
-623;-348
14;432
826;192
-449;-303
-440;-359
883;-688
-19;-918
366;366
-641;639
-129;-809
954;-479
-847;-403
172;513
60;-922
-845;722
-869;-449
-49;-29
291;303
-57;-4
621;376
989;436
-441;384
-621;313
178;110
-541;-207
572;-13
-505;-700
-69;-838
-96;460
806;-719
-365;220
426;-470
-520;-608
-785;-747
-607;611
973;-126
-711;212
-132;180
458;83
-25;-921
993;312
-76;4
-601;744
-281;524
58;-142
-270;6
-351;11
995;639
399;-429
26;-879
112;-50
363;604
844;794
-658;-772
458;256
-883;443
886;668
156;-693
-878;685
136;71
433;503
331;514
93;760
76;-852
-656;597
-177;835
-820;-944
709;-233
474;679
171;476
-378;-765
-604;-741
296;-141
115;-421
-550;171
-135;-548
495;-724
-869;710
-20;-689
-216;-230
342;-559
397;682
277;626
428;-375
966;-863
-501;662
-313;-96
797;755
-118;-222
-458;-405
-832;-811
391;494
-923;-183
561;-16
161;679
205;483
-519;-346
-792;-349
-546;-202
594;639
-399;10
178;-977
497;-445
188;-440
-637;-439
277;-547
-21;-971
-762;946
-344;-941
420;591
983;-192
615;338
441;472
497;919
-269;-409
554;-138
364;770
-91;-543
584;-117
65;638
-856;-632
-106;-449
-940;-439
545;350
185;-785
-624;972
647;-466
-459;6
602;551
407;258
-236;-729
618;-572
-485;-22
487;969
-828;-731
508;905
-735;-906
-141;-95
610;239
-174;-162
767;-508
589;218
-81;913
-454;-76
264;-284
-655;651
267;959
185;-40
46;-437
-408;-47
144;-206
-72;-134
-183;121
293;296
-906;-992
-988;-593
377;124
807;-485
-922;-164
-478;-706
-396;-455
328;-909
-950;-429
677;-368
-766;-625
-17;-431
867;198
462;348
-540;196
-974;872
92;811
250;282
-266;-589
-750;-296
796;707
444;469
458;-585
116;438
691;-143
-222;-702
315;-622
517;989
247;180
275;226
-991;-201
-148;762
-983;-124
-170;321
448;51
-881;-943
-263;-959
-784;-465
-814;-36
147;-807
-581;-18
-844;-432
33;971
-256;326
460;205
744;159
-52;-33
-176;-378
-646;869
-518;776
312;-131
704;-676
-580;903
-273;258
-190;-14
-486;-476
288;91
-290;-830
895;853
828;712
660;987
183;214
938;493
-104;177
575;525
-646;-68
-186;541
449;349
532;-796
-376;856
-278;-767
-298;807
820;-816
724;-524
-796;332
-473;-772
452;-150
450;394
-183;-313
512;-658
-294;491
-800;546
985;-393
747;-796
-583;43
552;-1000
-581;-58
-720;255
259;-874
-970;905
717;-181
-668;-697
465;-383
-648;260
-489;-502
-135;480
-134;556
-827;-674
958;-805
-295;498
-738;238
-33;-420
-965;947
404;606
-11;915
516;510
-826;3
112;66
-740;686
903;61
325;-896
-454;-545
967;-166
500;718
-544;-573
-885;417
-482;-806
527;-957
866;197
416;285
-481;675
-996;873
497;660
-565;-437
-449;-849
-835;564
-850;-223
123;274
-279;-56
124;99
-828;446
212;85
686;667
491;488
352;-43
179;95
-793;-68
-868;-162
-19;51
170;-712
-127;-954
871;-707
871;284
976;-226
799;993
-580;-285
455;720
-351;581
540;964
480;801
705;-775
23;892
-637;124
984;-40
375;-219
-857;298
-861;-423
940;690
-1;477
-200;-227
-263;-301
677;-468
-267;-446
301;-976
31;-773
852;-45
-617;76
-877;631
70;-877
-12;-643
-309;-826
-90;-224
61;831
-424;50
709;16
-469;948
-384;714
-539;349
650;662
-218;-148
-720;-562
902;-725
609;-409
-681;428
-85;-487
510;-398
-471;-41
-287;-691
464;-974
-689;627
776;480
-562;-262
-557;-326
88;-56
-240;355
241;527
-461;-585
749;613
-949;123
-68;663
450;-190
93;812
-531;644
-55;361
-113;231
593;-88
852;-642
158;906
499;-661
-506;519
7;-143
-94;356
-260;983
994;-192
809;-14
-73;-262
568;-600
398;38
745;823
479;739
-291;118
689;590
731;-938
180;37
299;485
516;950
-561;327
-369;983
236;392
117;988
374;388
447;489
393;289
151;944
-95;-627
879;981
-899;-414
187;858
933;902
-696;815
991;-853
283;692
-646;-531
-455;-808
-271;979
690;-990
-409;943
-508;77
115;-500
507;-702
-570;710
-367;-102
-243;587
-159;-219
780;-350
84;88
-500;780
680;871
-402;-542
-265;15
45;491
549;-523
877;162
963;-151
538;19
-523;-989
751;-233
750;-129
-73;-485
-867;-911
132;-531
28;634
412;962
-214;793
65;410
503;-288
-720;83
191;843
55;189
322;224
214;-788
-859;-595
23;-715
-630;-517
141;-795
-261;165
-875;-280
537;970
-70;664
-962;700
-845;-265
342;766
-418;354
832;-438
713;-677
-528;777
377;977
-812;872
142;-774
-514;623
310;-402
-174;-446
-724;-853
-314;-769
-844;13
539;430
643;433
862;353
694;899
-713;149
728;549
-645;-698
158;305
757;-982
901;-666
842;-568
615;407
-737;87
176;-43
736;373
-828;-492
-489;-944
894;-620
-872;-559
-2;-329
661;-60
-83;-862
-312;-995
-285;-834
-821;337
-133;754
745;-794
348;233
890;611
370;-61
-219;-598
796;-535
183;361
-6;-681
505;-216
-379;-232
-634;-664
759;524
-387;-739
736;-627
51;482
-738;-987
-66;-244
-54;-917
-705;902
-929;14
852;621
628;-49
-633;-331
-268;-259
274;-212
104;-62
-319;907
224;617
-5;-532
-512;-256
320;-757
-802;248
-448;350
353;548
-369;457
-753;-204
-605;220
-185;171
-257;502
616;787
93;669
61;610
-405;912
821;-677
139;650
-716;725
353;388
349;155
-416;-479
-908;76
324;-329
588;369
934;-122
657;387
809;-186
611;-446
147;-83
-559;429
-998;111
705;41
-695;-787
-281;456
109;-583
-331;136
-982;-716
-915;386
741;938
497;606
-152;310
287;-129
280;-516
-435;-920
301;-978
695;-218
738;822
-744;-147
-223;729
281;298
543;-399
-859;-652
-400;-652
658;294
-230;-164
647;-313
608;-962
-177;265
365;-946
-779;435
-29;133
60;-150
157;-529
-239;372
0;-230
264;945
682;-49
346;772
645;718
-965;682
-392;-1
854;986
674;991
389;-411
835;229
-347;123
930;958
-219;-335
448;-652
-992;654
-900;143
294;425
-916;-588
391;924
516;-402
659;-881
551;31
538;707
-487;-506
-141;459
-7;-549
358;622
-551;-831
293;704
367;-223
-752;394
-30;-165
383;-311
480;-606
-769;547
170;444
885;-700
490;23
901;-759
542;-793
35;-831
-705;-563
-343;491
-777;158
691;820
-243;-774
415;-199
-25;-550
749;788
764;497
-405;-378
-121;-609
-779;-675
399;150
-204;-583
-250;-779
834;-575
-195;-453
-850;-635
-532;606
866;111
-605;481
-842;568
986;397
544;827
649;-382
926;-259
150;-472
292;-7
-722;168
458;289
888;-501
-161;-237
952;-813
-17;15
-991;39
564;-767
-913;574
-498;-512
-730;-851
-300;-930
923;486
-462;-622
-116;990
764;333
226;829
160;-791
407;527
699;-2
-492;663
951;917
772;-7
-634;-151
-998;-241
121;704
-705;834
-663;-239
-748;485
-415;-641
945;428
107;525
-135;-385
-910;477
-337;-170
-731;-850
-363;-632
996;-307
-37;-867
-477;414
-55;-680
706;-799
339;-628
548;469
71;-499
-47;814
995;635
-442;852
-447;272
918;-508
-640;-956
-947;928
882;688
544;281
-309;324
-966;502
931;453
-220;-175
986;872
317;-969
651;-766
-121;939
118;817
-629;906
-549;-445
846;453
806;987
406;-700
364;-21
730;459
230;-555
72;783
-370;14
-506;-68
75;-153
350;393
925;-380
-449;-602
414;-284
-326;188
762;483
717;861
-482;503
746;100
-818;-159
-186;311
810;64
260;-734
471;977
295;-354
350;725
837;341
-725;399
863;940
618;-304
502;-978
-693;451
157;230
-528;-172
-585;338
811;486
845;-882
-637;913
-328;666
536;-943
792;-366
870;358
-829;-174
991;132
-65;442
737;842
-305;339
-927;837
848;535
-803;-466
-490;-55
-425;-291
-9;-682
-417;532
44;926
304;-530
229;788
200;286
-771;494
600;674
-993;851
-491;554
-968;244
-244;-779
-64;782
-147;-899
-124;-329
-882;513
-316;-891
801;-651
-586;27
447;-850
124;139
-736;106
-436;-307
-655;-214
517;731
155;-635
-593;-502
295;572
758;-1
-301;381
754;-390
-728;-862
389;117
-930;-896
-56;182
-963;-722
-505;-705
-678;158
-344;-247
-638;750
671;945
858;242
890;484
491;-806
-39;919
-209;-22
-317;426
870;-551
-69;265
900;755
-56;450
968;-416
995;-32
-844;964
-14;361
33;-252
349;224
860;-365
734;-464
993;152
-269;509
752;-983
912;362
450;-387
938;917
-623;446
-573;419
659;-670
-693;-642
399;-393
-864;40
346;225
-447;-318
-285;-656
-278;-661
-828;-672
-781;-292
-705;-463
609;-792
176;764
-254;996
671;-745
978;416
891;113
977;465
-747;-163
-762;-919
-655;706
-994;944
-11;10
-169;-681
-675;-201
853;838
-381;-613
379;657
513;-188
213;-88
996;-18
-456;-762
-557;578
-189;814
532;992
-437;346
-17;-437
-775;-278
612;-544
709;690
385;989
893;434
738;-999
164;946
630;-283
565;-687
-492;332
-289;239
626;226
-927;-742
677;879
347;-650
-980;224
-715;938
287;-911
-979;110
423;-253
-235;626
-308;55
632;904
937;-797
919;560
-171;-236
-187;379
665;803
819;244
362;-514
751;981
-291;981
-182;-445
-17;-769
-977;-756
385;-778
747;-986
-974;753
-378;-949
-1000;-883
-459;-805
227;774
100;66
-409;641
-153;501
-860;720
793;724
-809;-676
795;568
-210;-829
-618;-524
394;-495
-477;723
-309;-704
-115;940
358;-627
867;626
435;-149
-21;489
-627;687
6;-912
-47;-746
-288;-944
584;421
499;5
959;-262
236;-169
-905;-490
325;398
623;-731
416;-78
203;-874
-924;25
302;304
-51;-752
573;168
285;-733
-300;98
412;9
207;-862
779;-72
-682;588
-980;-246
168;-391
-763;414
488;164
-628;-845
247;914
-756;-722
383;170
723;294
234;-257
-574;-632
-333;-786
-791;-638
-266;-100
-364;-20
-376;142
20;71
-837;-21
-912;-62
569;-408
-360;271
354;433
457;-727
-907;173
-29;270
17;-693
-62;-343
658;234
923;-118
-611;639
-741;465
-939;-177
297;495
251;-318
898;-771
343;-746
-7;448
422;738
-510;-567
-868;893
162;657
-585;545
155;-479
-575;-824
-851;-300
-644;395
-933;-535
-833;-123
763;654
218;-618
524;417
-991;718
477;751
-954;399
-673;244
-169;640
507;-609
-453;28
-352;-532
-906;-993
-278;-163
312;-429
-574;-600
825;426
818;-840
391;3
193;-300
-301;-255
68;796
-716;674
-304;-699
32;932
326;-433
-38;-887
-591;763
935;-369
40;166
332;706
604;-446
-576;681
-46;52
792;803
-19;367
-543;-448
-82;-419
-354;-577
606;37
-630;-310
737;-751
272;-772
-874;-548
-675;436
-988;-151
-344;-450
228;-975
-860;-599
-932;-956
551;-795
551;958
21;165
-841;700
-348;-173
496;-430
929;100
103;805
583;39
-836;-991
913;-234
-816;-477
164;383
104;19
-55;39
432;-984
-727;911
905;-555
-702;-984
593;-259
565;966
223;834
726;466
653;245
-404;362
-425;864
-609;-783
541;2
930;-52
-532;362
588;265
-110;-298
-715;111
995;-968
-517;635
921;-631
-692;925
-201;370
-805;479
-775;443
-632;-937
517;-129
636;-748
32;19
21;-173
119;454
-283;735
-918;60
-657;-267
836;955
-333;-446
636;988
-668;-519
516;-255
-399;34
-206;807
93;10
272;745
-115;-776
-681;219
301;82
485;434
-233;491
-302;-230
526;831
934;-879
-481;436
721;-1
-573;-180
963;929
-901;-182
352;-246
313;345
166;-16
-653;747
-220;-237
972;201
-933;-506
-868;775
-808;-776
126;-409
-635;213
-958;514
-178;-673
-870;-284
-190;223
360;648
-76;530
-205;400
-926;278
-175;-56
953;747
-37;126
-391;694
953;129
-771;58
-490;-364
462;938
548;-608
-360;67
-192;-541
1;496
324;976
755;86
800;-2
-854;-685
-699;378
81;-591
-598;263
-196;159
-155;824
244;-927
-690;-86
-902;325
-942;651
-770;-689
549;375
-94;896
-101;194
736;-126
-880;39
733;-341
-999;950
2;731
231;479
954;-327
-359;-829
728;-197
-332;278
450;445
408;277
236;654
-936;709
-723;404
725;10
-572;731
804;-907
718;303
-342;-251
-335;-47
-35;843
-126;614
471;-330
85;150
645;196
766;954
-338;822
-415;135
786;-789
-360;-510
-991;525
568;56
-994;823
828;-204
268;772
-846;920
699;-273
-88;782
-418;-428
705;-892
12;-617
519;656
538;501
556;239
-86;403
798;879
-975;168
827;-701
525;-53
630;203
634;870
751;312
735;432
-199;476
-796;47
371;319
921;-975
-57;-29
-22;87
934;-85
-901;-457
-191;-510
352;726
-612;-115
932;322
910;-901
488;-657
625;-480
-467;582
903;-96
-602;-834
-818;-262
145;-523
-937;-534
-516;-614
121;375
-227;-224
-334;20
965;705
-754;752
729;143
230;569
620;828
-303;910
-670;441
590;-470
932;-232
-670;410
26;548
420;993
-642;778
-356;815
-832;-492
-242;-190
700;-344
146;397
645;619
-498;870
481;279
881;600
-539;-652
537;333
-417;130
425;-758
649;912
-679;-73
-55;-557
640;-538
401;-935
-191;323
-991;-475
625;-735
-632;-383
-933;93
912;-487
-583;-791
-293;75
-472;968
166;23
959;-666
-326;-605
-301;770
-446;495
-225;-256
816;-435
509;501
20;11
574;-230
789;999
20;-260
167;394
-93;964
929;347
915;276
-154;979
526;-196
245;-626
-508;-990
917;-976
112;932
-622;9
-214;540
-622;-831
-643;-109
805;-839
-833;-430
473;-187
215;556
-301;388
830;-607
990;-273
-247;394
-670;102
271;84
-981;-673
-830;662
-215;826
-947;282
915;-258
649;-266
996;-502
-379;-490
741;606
-529;-90
-969;-271
-785;643
-461;-90
270;-587
677;322
582;-960
-83;-309
-609;-398
-423;686
104;-911
682;821
822;665
-155;-365
167;-352
-852;483
-706;-801
588;235
-718;839
-777;851
-19;33
160;-279
-936;-181
984;215
-663;-391
760;971
132;-658
-567;-659
686;363
-326;-136
-600;309
-728;-602
-220;-713
-762;319
-476;-573
-308;220
821;621
-804;-703
-456;-401
516;297
-12;711
805;237
-54;-346
901;65
474;465
-933;-592
779;277
-77;597
353;97
-661;-224
-911;915
-580;-885
-419;-93
-526;810
-140;468
319;319
609;14
-93;-678
-882;594
-74;-649
317;-478
-997;523
-241;491
762;-901
-458;805
-307;-542
-485;242
557;-139
-129;-38
-542;-531
923;199
648;-690
671;84
516;578
-744;-402
566;-517
753;-796
91;-918
734;-78
-204;-828
84;29
129;786
140;849
-412;319
-417;700
-131;-884
-414;618
-16;-179
-444;345
-418;950
783;52
-750;339
-142;-10
-448;829
-320;-66
-453;-107
-19;-443
328;660
-321;678
-587;-838
-263;438
-666;209
-920;157
-451;-859
-229;502
518;509
558;369
-767;949
-463;-178
-866;862
-475;389
692;797
-207;163
565;698
769;757
187;-594
-902;-310
734;688
-162;286
189;-32
-296;-869
-450;-737
285;618
199;-191
-892;295
600;257
815;-262
-751;-6
-38;92
48;136
-881;126
-986;756
-852;-835
537;-569
-411;727
-412;-676
-498;301
929;973
-27;-359
-834;314
-198;-515
772;-828
537;460
682;-722
126;35
-964;-921
595;-784
490;842
-970;-236
927;721
472;-792
437;-606
48;-852
-922;-582
-223;-366
819;-302
811;-140
-326;91
290;103
706;219
-581;-952
431;-86
-914;-616
-611;490
-309;609
838;426
-34;-434
-538;995
745;454
-42;749
-682;-612
-315;-985
-873;265
507;893
797;-848
361;-674
480;-960
-300;484
539;375
-864;-950
462;87
-506;-425
-373;745
-276;-827
-476;-237
-414;846
518;935
-986;-577
-524;991
152;537
-821;-538
-279;-345
24;-412
81;-892
-675;-240
-441;285
870;-970
-348;-372
300;-598
638;876
-962;856
-996;-110
-92;26
-941;-902
981;674
-264;-673
-342;468
-534;-271
-406;258
245;15
-90;499
-113;-588
817;-803
797;950
640;122
965;-820
149;207
695;-932
-535;-305
-983;368
929;-194
880;789
601;945
239;662
-146;-36
940;-146
730;-635
323;-114
-705;-131
-343;50
-478;364
670;-149
779;633
652;-617
-498;38
216;-305
-880;967
-911;913
-655;829
151;-397
459;-31
86;-806
385;694
-70;-69
336;371
-102;-136
396;892
294;223
-655;-948
-425;-148
732;603
-96;891
70;332
-177;-450
-120;646
-717;39
659;-785
908;946
925;158
380;852
-813;-90
-432;-727
-172;-352
813;-39
-40;368
462;-91
-452;188
173;-895
670;-553
-191;74
-366;-861
-504;-293
-525;583
837;156
85;413
663;-968
653;-369
-261;497
137;59
-985;685
-364;414
-754;-92
862;-829
-52;-793
2;-317
80;-681
458;-658
718;979
746;-84
503;-21
910;58
657;-806
-715;2
279;-208
50;339
583;82
863;-922
193;487
-449;7
208;306
517;197
167;-710
-414;242
-904;735
857;927
-290;575
-327;-175
487;545
-188;984
-687;-771
-24;-740
-889;-128
-70;-537
-688;456
-526;297
17;492
994;2
-788;-303
-390;625
299;-177
372;-589
565;73
-316;-333
-453;-61
-488;-203
504;136
96;-761
-140;-458
700;182
-303;-851
-613;-340
312;-425
575;860
-599;-197
598;-426
-309;566
28;-369
582;-137
-62;-278
-739;80
-432;-514
870;608
-263;-865
403;-395
225;504
908;612
-834;808
673;823
894;-601
241;-30
421;559
-720;-566
673;-208
685;-89
-254;533
1000;804
18;-125
845;479
-416;-985
79;-585
-787;360
461;-274
-764;180
257;-529
667;49
-562;818
-759;-657
-265;169
808;-451
158;693
-913;343
-575;-434
603;-130
-868;-284
778;869
-623;863
525;-534
-995;-785
-467;-279
24;395
707;-853
545;89
-747;166
614;323
-366;201
-28;-806
808;-229
900;-313
18;-719
-402;-871
-231;-606
802;805
78;596
394;672
-14;-174
-263;936
661;-641
-943;593
-209;878
587;-958
-546;-1000
-970;-576
-705;995
-746;14
161;685
-522;433
-827;726
-662;-209
406;-160
430;569
-498;599
652;551
998;-193
653;1
562;452
-412;-493
141;834
-218;-644
-317;563
-555;452
811;209
107;991
464;-882
565;47
-422;-543
-268;555
431;177
141;862
-236;-494
606;248
583;-71
-190;615
-951;-441
291;-8
665;-576
-738;707
939;-403
844;463
-988;130
290;172
916;-282
936;736
-534;653
574;-345
-8;1
-541;-363
388;-310
653;390
-477;-429
863;-630
602;159
-17;-300
976;542
-751;138
202;-743
542;454
-95;314
958;803
-779;348
-715;-350
-418;-262
-159;772
826;-786
478;551
509;-607
870;43
554;337
-97;-572
-763;726
554;-391
282;-148
806;-98
-35;-462
96;394
771;-914
-282;28
-733;323
225;482
296;-624
-113;-377
715;-619
-885;957
345;-303
-572;591
242;696
-943;-876
-987;58
289;-344
26;14
-6;-460
49;920
997;-639
939;-410
38;-382
-491;356
808;-769
-492;-210
-897;-385
534;208
-274;-539
-945;-974
-67;-564
-253;-25
-94;261
-193;982
-485;-13
844;223
114;-927
-233;65
680;-321
750;760
-690;-950
-353;-851
-831;997
19;-97
714;-201
449;918
235;616
327;-416
542;621
185;267
163;-118
95;431
165;-735
866;-258
-730;-28
-144;-130
569;173
-621;571
994;168
-209;325
581;-93
-152;-700
107;-666
276;752
-898;-277
-969;538
-371;-934
452;-765
898;-506
646;275
484;-243
703;-297
372;923
-441;-851
43;41
175;949
932;986
-522;69
-581;387
749;409
614;-727
-966;700
-374;-948
-931;-458
-331;46
178;630
-423;-4
782;848
-362;237
218;808
116;-137
161;850
-311;177
166;-443
37;880
856;-521
540;840
-256;216
-882;-316
596;163
444;658
885;992
-998;-428
587;996
210;112
-685;-349
-477;984
-591;-440
888;850
-541;-524
441;155
176;344
-424;-713
-908;456
548;92
195;-116
395;276
10;955
41;905
796;766
-867;-743
794;16
105;631
-38;-481
771;422
-646;-359
382;211
36;259
327;-317
479;285
-330;284
779;977
36;-598
152;-818
-357;6
-377;464
220;-275
-932;-987
-724;684
-536;-894
-946;-960
-81;-146
-674;636
970;467
869;326
280;-38
-925;361
-711;888
333;100
497;130
-989;-775
-960;-397
627;-98
602;-965
-632;-46
-863;-804
-347;-599
503;-748
917;-520
-35;-367
-120;543
708;28
586;108
-700;-831
403;78
404;-773
568;281
514;-621
-361;898
557;822
622;-912
-526;975
-397;135
952;-837
-510;905
946;905
-31;177
340;-461
-173;754
70;-321
-305;632
-341;-537
0;-725
-325;-314
845;621
-892;668
-916;-319
-242;-464
945;605
-628;586
-20;601
-20;529
309;857
911;318
-961;275
-589;383
954;102
409;553
-598;-463
712;940
446;388
-672;-826
400;-607
-437;-970
94;-107
-713;562
-610;692
910;-654
-978;513
420;804
655;-195
199;138
515;917
-14;-743
17;-132
578;599
-482;-55
676;-352
-229;54
-467;653
303;-161
-926;171
86;779
80;995
-160;380
399;-656
545;171
527;-676
-127;-829
716;68
-634;307
533;-317
-371;-807
585;125
183;-134
906;474
-964;-215
866;-661
-225;-695
-385;671
544;355
-587;741
559;-718
28;457
687;-46
437;-769
-42;-521
209;-62
-83;-119
605;-392
-441;256
946;185
445;-884
148;-966
391;144
-577;-189
648;-390
-497;-678
-90;-305
896;-921
-39;-157
-194;443
46;42
-425;-352
-845;979
-567;391
739;-665
-858;5
652;-522
-2;697
176;372
420;-301
492;428
-645;185
787;-56
628;-409
286;193
406;-468
414;-239
-859;-18
289;-170
474;-446
-457;-24
-250;-894
496;540
-675;-517
832;-321
544;669
971;-475
-268;374
-673;-895
74;-443
-455;-970
665;-808
862;622
-57;-515
192;836
390;-847
-292;655
930;968
-771;175
-547;952
-736;-624
-490;86
-218;-244
996;-655
912;535
701;977
-871;985
339;-716
-494;-374
-316;-228
-940;-959
-705;931
-994;-629
39;21
-811;-704
46;208
303;465
718;-453
776;417
-658;20
30;133
752;-229
-45;-432
711;-670
-672;-321
-990;-531
-312;-247
789;-176
-737;-440
-234;89
-589;712
-993;895
-312;-272
-837;-919
43;3
-157;37
118;-914
-967;808
-703;-329
776;-779
755;279
-260;811
142;-994
976;-279
702;772
581;158
-82;129
-905;-826
329;704
882;878
-46;893
124;912
993;508
2;73
829;-613
-451;990
54;240
223;-587
236;-785
-816;825
-415;-360
-364;969
-114;-373
152;945
-943;-981
613;887
-561;412
-641;269
512;-164
-720;93
393;986
-314;991
-323;182
971;-95
856;-150
926;947
315;-582
480;189
695;938
-214;-567
-880;-263
387;-853
153;-689
-939;592
-636;-204
-827;886
-836;-363
256;-109
645;516
641;-883
-47;37
-504;-643
-78;488
742;595
-767;697
-43;274
-911;-956
-229;-921
-873;-938
441;-226
498;610
-409;-23
50;186
-327;-42
211;767
453;568
758;-612
-650;-810
638;295
580;-944
344;-40
-540;816
312;11
-350;-745
-806;836
-283;-12
-573;-387
-250;-92
425;856
347;-11
723;-245
-465;-800
-186;728
837;-544
825;329
796;93
-312;-244
-511;-366
-156;853
-907;188
750;-609
-633;328
586;668
175;294
-54;-927
-723;-816
793;536
140;-141
862;922
-911;-481
-716;-538
545;873
-193;135
-897;842
-145;-896
519;-113
571;-294
-556;-416
712;676
-626;-866
780;664
336;-94
147;-846
-45;971
-981;-536
715;66
820;572
-779;-714
-740;12
419;-474
295;381
997;259
564;161
-892;-759
-790;255
-444;-48
496;598
30;90
-911;147
-234;211
784;860
-254;917
-818;-636
572;-90
103;-41
88;-590
19;-703
-705;74
528;-197
-663;618
874;981
800;-836
971;-355
107;-613
-985;-144
540;318
5;718
923;-936
584;-704
476;801
608;-894
242;-394
93;-480
651;-24
343;385
850;159
-175;-899
969;-76
234;-274
595;94
-566;538
-237;-715
652;783
344;56
-108;-940
-400;880
-421;538
528;-312
990;561
315;-769
604;-798
-675;-795
962;176
203;672
-997;394
-210;-363
168;-643
885;498
-383;602
138;196
181;309
615;-828
-722;466
281;161
335;16
578;363
845;166
-980;111
-415;187
-883;484
241;-940
964;539
662;782
275;-986
41;597
203;529
406;-337
209;-545
-710;-438
152;932
512;-62
-425;-766
-810;521
578;-985
-692;-211
