x;y
-992;-461
890;-824
-585;468
860;245
-605;763
853;-236
365;-164
-616;-114
169;-327
504;181
-8;604
154;954
476;-704
-150;-954
-646;79
397;-552
984;-908
-246;801
-394;-231
101;76
-586;434
849;507
-72;4
54;-969
-551;-381
914;399
-45;-620
-494;789
-494;-878
-359;-927
715;-383
-891;-737
60;357
-929;-744
-509;159
-759;109
-540;9
-778;678
-280;851
-125;340
-747;-408
-207;934
787;-328
-699;886
116;-904
-770;224
-851;-247
-865;718
-308;611
-890;-659
-822;-66
-271;87
-461;749
-291;765
-470;-586
-339;-722
-736;991
455;-372
-978;349
393;-315
731;283
330;225
-182;463
-140;-41
794;-905
698;490
261;-914
-545;753
985;657
812;-681
-491;-96
354;589
-835;324
251;-631
-603;-287
-921;-661
-923;-842
-660;-485
-799;306
-332;-528
97;-496
567;-159
-62;133
508;-538
-95;-124
-102;366
-216;-5
-335;-285
823;444
395;-415
784;-327
-21;-860
914;728
928;834
185;-61
-313;279
-342;-454
-39;-26
-218;-792
958;-426
838;-891
376;338
76;-216
715;-238
938;372
-722;-511
470;-87
-756;-934
-729;-406
-76;-438
107;90
-484;-14
623;486
704;-807
130;-640
876;-713
464;-313
-171;975
-988;-33
18;325
915;-770
108;-506
-429;-425
-616;-627
-423;960
-577;181
413;-550
-185;997
752;-668
207;-880
-76;731
91;917
-171;230
-773;-358
-663;-894
-383;920
-271;690
393;844
963;-863
127;349
-829;293
897;-343
-905;-325
959;-531
-447;-167
-149;71
205;-671
-924;-931
421;-684
334;835
-754;409
-314;674
40;-346
979;840
249;-726
-145;713
-376;95
761;-972
219;508
-65;396
-401;955
-892;-602
394;841
-159;75
720;-784
551;-828
-388;-856
206;918
-532;277
844;-966
-430;470
-947;-13
82;971
-26;719
-740;320
-230;483
-58;910
241;647
329;417
473;914
892;454
-998;993
-670;111
-254;-336
267;410
554;-754
256;-360
-13;-914
-906;863
211;118
-978;4
190;423
-104;619
135;-367
908;633
-653;169
-954;-204
-987;341
-262;579
-564;952
835;-728
-954;100
656;-86
973;935
141;206
230;826
-12;100
-179;60
-195;930
713;-844
-693;289
382;-453
753;-131
139;288
234;-790
-43;22
903;-870
-268;-958
464;265
-797;-981
237;-522
915;968
-196;129
-581;-843
-669;-275
-593;332
-752;-60
413;30
48;605
-672;-776
-644;43
-847;-150
665;-901
-16;505
-729;830
-389;-879
778;694
-83;-438
-782;-409
-975;-91
-602;35
142;-981
228;735
-468;-107
-815;-666
686;-35
790;407
-785;53
981;-370
-722;326
-652;-838
-433;-423
353;376
-915;-678
-547;519
-520;148
310;303
-867;-719
-345;873
-378;-366
121;199
316;-23
688;74
860;612
-883;807
-637;231
455;619
-222;-789
-141;-969
919;-837
-313;-276
934;-640
290;-487
-913;690
-65;-378
-435;-990
250;-262
-438;-857
664;-528
-921;795
739;-344
-542;656
145;-158
143;890
-251;504
942;125
436;-82
946;437
17;229
394;-471
-479;335
613;-848
233;-463
-911;-291
-916;-714
-733;-556
-696;-475
-669;-943
798;-252
-898;-743
884;-256
-916;-936
-857;-71
-627;-661
-845;809
-271;-309
722;768
202;-382
-326;-449
603;336
-953;127
-929;-121
-153;-863
-420;732
-406;877
627;951
-437;-798
494;-655
47;-811
-120;-744
-947;-364
-794;44
649;797
-52;630
-186;577
-675;14
674;-201
480;-377
898;-15
-622;627
-87;70
-645;-940
802;-69
513;381
285;321
265;-11
-151;645
-6;506
82;18
-374;-725
-471;288
-706;-75
68;-911
134;-935
110;-100
815;866
-320;-254
104;232
-117;119
995;-693
589;722
355;625
469;-381
-280;909
598;-912
383;132
708;735
893;910
963;-280
-746;597
943;490
891;883
992;-594
-465;-364
735;-39
972;575
-52;441
-748;-848
-101;487
705;930
687;992
-420;753
-796;-925
-163;-759
335;516
822;678
-190;480
-319;-540
-627;86
679;167
590;-491
-467;358
101;886
898;88
189;-322
-218;247
708;410
230;-508
659;110
720;416
676;461
-172;988
170;724
-403;319
-885;-385
-547;925
832;62
768;-637
890;-549
-943;827
-552;548
427;-511
378;532
-491;-490
998;-60
120;678
-112;-202
931;644
-142;78
115;-391
394;732
782;-316
591;-982
-375;-912
347;-212
231;-182
-286;-120
418;-473
-11;444
-95;-790
121;316
864;-543
-2;-324
-50;-606
242;-585
-585;659
685;799
-40;904
558;-762
725;-726
114;-275
609;-308
978;-924
-156;744
2;691
53;433
-163;256
-593;165
-805;351
-62;595
-878;-737
239;781
-161;25
-837;-988
-192;600
-424;-951
642;737
-838;505
-961;845
700;853
809;-400
-150;-648
-302;671
-62;-877
475;329
440;996
878;-791
941;411
163;985
-724;828
-417;-914
756;622
186;-955
-815;738
209;-231
-325;902
-525;-222
334;-725
108;-666
-949;938
817;468
480;-292
818;216
878;483
-981;-36
-759;-32
392;817
509;-196
-279;931
-956;-353
627;-63
389;-730
-672;80
708;-952
234;903
774;533
-178;-316
461;-727
-332;815
-764;-253
-974;-546
-174;120
-890;-319
-469;-991
894;-513
-419;251
299;361
110;473
782;-218
-261;-860
363;459
-687;-569
-853;-19
916;940
-849;708
-127;-24
804;950
-76;-212
-158;683
464;-537
-630;-787
-920;-532
-342;-430
-174;834
-573;-319
396;306
827;-914
-369;-251
855;-92
-424;-573
432;86
975;609
797;-599
-711;660
445;-473
-277;954
-239;-6
-569;763
-870;-160
747;-729
772;384
965;-12
76;-605
171;-436
31;735
-135;-10
818;-310
671;-960
-661;579
-547;277
670;230
-17;599
-349;-358
-579;686
383;-67
748;-198
382;-724
-796;961
-87;-101
-267;-319
-250;259
-160;-997
465;493
854;-424
-95;315
-263;-406
-773;106
-948;214
788;-400
-488;481
-411;-551
-815;163
-199;-259
-6;-185
987;979
934;66
-89;364
-64;-105
40;596
987;492
-884;-159
-53;250
-971;-964
-63;-349
667;11
486;38
-824;226
538;708
775;193
-261;249
-21;490
-296;-214
-481;-760
359;-603
25;-999
-538;392
-445;-122
-784;-175
365;843
385;-550
168;907
-185;838
-987;-991
698;-947
562;120
960;-756
459;-73
154;189
821;964
111;-494
463;-900
925;-910
-732;858
-872;-405
383;-363
702;-504
-638;882
412;681
-367;-619
500;-872
-438;432
789;678
-96;-825
-765;232
-720;546
-266;266
863;-124
267;-602
570;414
967;-780
805;404
80;-788
565;-926
-29;505
39;-198
-908;-217
-409;-396
914;-304
-634;518
-743;113
-62;-857
-654;-467
-780;605
-856;-537
230;616
-741;748
-145;-860
-58;898
-781;-341
204;-47
-696;-13
-951;731
-648;-747
-503;-47
439;366
-697;189
484;-491
-494;-462
683;-110
787;-632
-182;-478
-501;243
896;366
-580;899
-750;-881
218;515
-470;712
113;801
275;-662
-10;875
-606;619
713;-972
340;-941
6;853
225;107
-650;-648
992;442
623;-782
290;-12
-985;64
375;-286
-491;-260
357;58
-842;-170
554;735
486;610
-363;770
-120;963
-562;-341
-67;-154
-671;148
84;-810
494;930
-887;637
642;778
-592;-949
48;-66
-193;-427
963;-945
-816;358
538;477
343;740
850;-131
-194;-165
772;68
20;606
-220;-323
-772;-135
-83;600
168;-680
92;754
81;570
-421;210
431;-20
-91;-484
668;463
170;-991
582;-549
-46;-778
-766;-636
287;472
42;-423
-566;696
72;-416
814;-762
-388;-773
-260;957
-703;627
3;477
-874;706
119;165
584;761
667;271
36;175
159;386
938;-160
866;-396
-475;-496
363;447
964;802
-45;-736
-985;-407
-776;962
-850;-744
847;997
-983;-507
700;-483
-467;-275
793;-147
86;-651
913;-314
-271;400
-830;10
-849;676
-946;804
382;316
-731;51
959;529
-579;-907
-969;622
-543;-665
-109;88
96;13
-707;-226
836;285
686;-961
604;507
-335;49
-949;144
-677;383
980;-68
-254;-995
-345;-1
-712;-266
541;-131
-442;-841
-617;704
971;-853
-502;-183
146;-964
-171;-980
-285;350
717;-681
-987;406
-451;476
620;62
-196;584
435;576
696;-817
612;-175
506;-554
-975;-727
-675;769
83;139
836;-494
930;81
354;712
664;-740
-239;964
-10;646
-72;434
-683;937
-654;840
-280;92
-834;504
-675;-532
-553;739
-208;-512
-480;325
-298;-346
-197;-153
-253;-691
252;-249
760;-351
619;274
813;564
-536;-931
503;874
767;-596
-379;674
557;330
214;251
-285;121
-957;-760
216;-367
-102;61
-129;350
444;495
832;569
350;-47
323;585
-818;106
69;-877
-914;978
-90;146
395;-447
836;-330
720;518
-527;-197
512;816
130;713
795;-517
677;706
793;-686
40;392
939;844
333;-377
396;-867
951;-870
-812;247
747;-434
200;-393
-699;-860
-1000;1
-894;94
-529;590
485;-207
314;15
-104;693
367;775
173;-553
314;233
-659;-8
742;802
49;-526
-602;254
914;414
735;-778
-695;522
-380;-195
-736;850
-435;341
641;938
-941;-362
615;-8
-322;243
-119;371
-195;605
373;114
-990;-481
-364;-587
451;136
-506;713
-378;-212
-164;-815
-262;444
115;956
-372;-863
-380;538
479;140
729;201
854;330
759;-117
240;591
-305;346
-565;-287
-887;-482
5;-677
824;807
-776;737
575;-961
638;-248
804;952
-446;422
-910;-976
106;-175
-587;42
-625;-642
-788;505
21;382
391;-881
650;978
-791;-752
198;-710
576;-777
52;382
-496;-561
-759;-703
-89;97
-715;-97
261;229
931;966
-696;-253
424;480
994;894
-166;-835
-623;-812
-668;-886
-125;-370
507;899
-24;-892
523;954
-271;-128
-57;-115
762;524
534;382
-431;610
-45;-356
-291;530
105;-27
-346;-692
5;123
936;-65
797;-194
880;215
-556;-686
347;499
721;-951
819;-503
65;856
-375;-903
-766;-720
-819;77
117;-282
-331;642
-541;-946
154;466
-867;750
-1000;-911
983;809
-458;-423
305;-55
-427;887
-762;298
933;109
58;-385
806;336
-738;661
2;-518
-63;344
-72;-801
208;-912
824;-257
-407;4
-723;-863
337;-761
-339;-255
-938;-891
-412;928
-201;-201
-409;-459
-205;-190
-595;-124
-89;-935
-71;520
-454;822
-57;-839
210;-614
496;-31
68;-566
877;-965
523;855
-38;947
882;827
-190;852
809;-805
-405;-365
-197;-990
6;238
726;754
-312;149
21;-62
-418;115
-744;921
513;739
520;691
-287;3
-29;747
547;-108
343;860
676;-172
-634;-533
-92;144
-410;-266
336;-352
-906;-819
136;-638
371;-684
141;-749
-722;155
-155;-616
84;-925
-695;370
-420;-275
-156;784
530;26
-676;117
444;757
624;-918
-185;37
-270;264
-270;-139
870;-280
-887;393
614;-979
-818;-978
-707;681
-701;-242
496;532
660;-914
-541;217
727;-56
198;-5
-660;-340
119;990
753;-635
440;993
-764;743
223;-813
-426;-573
-33;442
-629;961
-997;-764
-499;-398
-587;-590
-962;-946
711;-13
-69;287
-906;743
620;277
-819;26
-280;193
-27;465
504;-878
1;-46
-394;-127
-434;624
-740;71
-165;872
3;317
-711;794
-986;385
-695;-885
577;-420
-761;10
550;-684
170;-961
199;-177
-689;7
-794;799
-419;-276
-381;664
666;-579
141;781
105;34
-103;-940
956;-985
648;424
825;383
592;825
-901;-789
287;675
-609;-433
-820;-340
-753;-61
-813;-427
997;-205
321;-730
853;612
-46;342
215;-298
-593;351
666;-930
-171;416
-80;597
-84;858
-90;-669
-320;414
-906;-395
-209;559
412;17
144;-514
-194;784
340;279
-299;-806
810;-761
280;64
-159;-880
394;-622
91;-898
-11;898
-108;659
245;762
137;498
98;974
-935;903
2;-444
-32;-867
-899;59
982;319
-739;489
-418;669
748;350
-411;-994
-948;-331
-994;-763
-483;440
394;-940
-383;813
-215;177
854;852
-108;2
97;-457
-593;-36
-794;151
135;-101
-208;2
539;283
929;-414
311;-753
463;342
222;-320
960;-368
-510;-302
-912;5
-370;-282
-801;2
565;656
355;-467
-853;869
-583;974
866;-298
-579;18
-966;-77
367;-782
-985;-950
-419;-135
139;150
680;-749
158;-523
-564;191
417;-654
605;219
921;694
409;22
86;333
489;86
-637;-910
-367;-341
-548;-478
-408;-100
-257;-739
928;594
-546;-350
-490;526
-818;148
817;-826
415;-783
40;-780
163;-830
-844;-812
838;634
665;559
600;246
358;205
123;-336
-418;-925
616;635
901;544
260;625
152;-724
-625;-216
496;400
319;-430
181;691
-512;-131
476;-436
-368;772
-267;104
-513;-991
502;588
-146;594
213;-207
304;535
225;223
-149;-833
52;-161
-352;-533
217;730
466;451
-753;-320
-575;-766
-587;-29
-267;480
-206;216
224;-836
-32;73
20;-726
-136;298
92;-748
105;-63
-74;53
-979;958
913;-225
796;-842
-751;278
739;834
831;-321
-698;364
605;-18
-223;-150
580;574
-473;-650
287;-641
-124;628
258;859
87;571
220;-820
-555;-208
-121;-123
544;289
-829;631
260;545
51;-402
-506;121
220;589
-302;12
-369;182
387;-787
-864;1
76;724
43;-691
-468;876
-132;92
-829;-414
743;201
888;415
-549;125
850;918
657;-196
896;-424
-973;-178
-247;-776
671;-955
-998;-532
856;-239
585;-779
-44;-745
-745;374
513;-25
290;-88
688;49
147;-192
-889;-908
523;588
-577;-187
510;-806
-103;567
776;-775
461;-74
754;-605
81;816
98;908
29;95
17;-241
-242;-693
-724;-123
-625;-210
-825;-668
-923;711
711;197
900;304
566;500
831;-475
366;204
-930;-391
221;867
410;796
867;-604
-509;-173
581;334
-349;-528
235;-552
-146;-689
846;11
-107;-460
-525;229
935;-250
-247;-538
-647;739
776;443
-29;436
607;496
692;221
-949;-491
62;321
-430;-683
15;878
-430;293
162;-115
-478;387
-947;-89
-99;-989
709;-361
-655;-226
919;759
197;411
853;-727
970;-152
757;-229
-464;-631
-448;31
11;-213
-336;-693
407;980
74;726
-490;-465
-48;317
233;843
555;-889
674;886
752;-748
-354;436
475;160
-700;528
-52;252
279;581
-244;167
705;-143
-949;919
-422;-624
891;868
291;-989
853;-363
-819;-496
-448;463
-551;614
426;413
13;680
653;11
-792;-714
44;56
-854;522
-85;93
-293;781
762;729
-1;15
-609;95
-582;505
-388;270
170;800
739;-954
-577;789
-466;-791
-812;296
-955;74
27;-217
687;540
63;-151
-782;209
-487;-137
498;-979
-441;163
260;228
779;-237
-832;-374
-783;480
-63;279
-533;997
602;942
919;-829
86;-496
-481;809
-858;76
4;674
-474;-551
-77;-956
-604;-541
-369;208
-845;306
785;466
-589;545
399;887
-272;-6
-634;195
-12;858
335;696
-849;-456
-878;-646
-579;492
414;443
863;345
601;-977
823;-547
645;714
-697;880
651;-745
-508;579
773;-385
-62;591
788;867
93;-619
716;-636
-92;-123
-799;-47
379;-603
-697;-516
-996;500
99;715
-581;394
-94;533
-735;-569
855;493
287;-10
331;435
458;776
-447;593
-789;684
759;-298
-774;330
753;-86
-406;-192
553;-413
151;711
-876;91
762;-292
-228;-862
-633;-212
218;676
692;588
-458;-960
-796;255
-380;-95
76;-569
-350;-232
-357;42
-731;-321
697;-187
6;311
875;155
641;693
141;-156
-675;-776
246;5
307;-108
-345;-828
689;462
-951;-308
839;769
-10;472
794;-721
396;-8
867;628
-575;256
609;-704
-231;697
436;-642
-248;-312
954;-270
-505;926
-251;195
268;-134
989;193
-648;-526
-594;-997
413;411
672;21
-8;80
-514;-843
185;-220
703;912
608;-548
951;839
-320;576
-537;-508
355;120
-57;14
-805;504
831;126
-773;-81
23;195
135;-526
396;433
-144;549
264;637
103;664
384;-626
239;478
-894;85
511;-16
992;549
946;460
-616;793
939;807
875;367
479;-424
592;-681
325;-856
785;-733
-640;-29
4;-501
412;-383
-757;387
420;-805
678;968
308;894
435;-527
566;-910
-20;976
49;-72
-134;-859
-862;221
810;269
184;285
-929;684
-166;929
-568;760
151;631
-6;73
820;208
-834;-449
-690;112
-624;990
-813;440
165;-95
-778;575
-961;985
608;-371
-998;-466
-663;946
499;834
-395;-826
623;843
-407;-567
-459;704
973;-445
661;674
-667;-474
95;-671
-780;975
902;348
-962;1
-856;-510
-740;963
-310;-208
-124;-600
-162;-318
-37;-272
-756;599
446;-379
-502;858
-840;-330
-866;872
447;936
540;-959
755;197
-525;-24
806;980
281;-421
-733;-424
996;145
-80;-35
833;316
679;-732
641;9
-981;-525
298;-922
681;742
583;-473
-354;463
428;705
226;484
-526;-325
-142;365
819;-381
-282;542
-150;-252
476;-420
-193;-957
-741;-867
-533;-583
777;445
554;-680
-182;-310
-448;910
401;679
978;218
820;53
-219;-440
619;-292
-827;-406
533;-157
974;-240
531;952
-736;14
-97;438
906;-308
514;218
-514;-471
-83;-904
-580;-905
825;-650
531;724
-694;92
371;-745
210;254
578;-629
326;30
81;-180
30;-298
-660;-1000
999;-804
147;337
215;-425
631;-171
297;-633
-898;-561
712;-444
521;617
17;-857
51;-170
311;251
-800;694
-181;954
-854;-392
33;-854
436;-525
448;176
-629;978
-303;342
216;-626
173;-104
452;352
-533;-364
629;-890
356;-932
911;213
-38;495
590;687
681;-383
993;-257
259;-647
635;-305
-181;870
-212;-695
267;842
691;-361
-459;553
-593;-93
440;-782
787;-243
-619;72
878;909
-627;-100
595;175
-236;84
-974;51
136;-596
-73;273
11;-738
-138;346
-974;-220
809;99
602;318
57;-696
350;-333
299;768
382;-593
-724;705
-236;646
772;792
-978;-195
907;857
-976;763
695;-91
-609;-294
6;-792
556;-873
813;-559
636;-893
-749;310
12;744
-746;142
200;-551
-792;983
-302;516
-633;570
-43;856
487;968
910;-540
-158;928
-947;514
-107;60
668;681
279;973
310;874
-429;976
680;540
585;-570
-123;-599
-944;168
-549;884
-473;-442
320;906
-428;225
769;-14
69;561
-480;-13
882;84
-167;991
-924;-450
-692;442
129;789
364;137
-623;-835
454;171
-288;-423
-636;354
-556;-493
902;901
-738;570
54;-974
-799;-878
-278;89
812;93
850;120
935;970
722;-661
714;857
-522;948
-50;-892
941;262
-317;-571
652;-594
-444;819
-839;-478
-800;-108
899;-444
-2;153
129;-990
-272;-185
-704;-775
-552;-69
748;-976
72;-543
-52;886
-853;272
-828;462
-896;-608
-127;774
429;363
-735;-557
719;564
-443;-500
674;104
934;-346
580;-346
-271;-706
-968;18
-151;449
-229;-843
-709;447
-395;-489
829;320
-723;862
-891;-15
-610;-475
-696;210
550;-461
-182;-748
-910;-937
-579;-570
739;205
443;440
511;11
343;-669
964;-759
726;-620
399;370
675;-710
-432;-658
-903;724
559;-88
548;-599
-739;-742
568;-458
686;318
-22;-388
-735;152
-614;-145
170;-205
-814;-887
-573;912
-466;79
6;-419
-573;-866
-748;112
-280;-416
528;896
-448;493
409;-453
832;10
-771;958
-796;-142
-658;-996
659;30
-343;321
-27;-124
-786;-155
-732;905
-659;14
843;227
-928;-453
-351;103
560;11
229;739
476;239
-244;-632
-944;-223
663;802
-544;60
840;121
-839;967
131;95
237;996
-404;555
50;829
934;232
131;-479
633;197
-783;-283
720;745
902;908
-926;161
-532;583
-94;-604
-63;-327
-879;410
-233;-493
-645;435
-140;-751
303;-729
-858;-923
-301;274
18;-855
-726;-378
902;-1000
552;-89
583;434
-970;134
-216;840
-162;-931
-876;-560
778;514
-667;658
753;930
-850;-272
102;926
-438;-690
495;802
131;194
-3;906
717;793
-891;-971
461;-3
634;758
909;-842
891;60
167;12
-621;-872
314;73
266;-521
-627;-438
-498;-360
409;996
-839;608
609;-830
-686;428
-973;266
725;508
299;414
540;529
-938;-686
-227;-360
275;232
122;-844
723;10
15;571
952;-143
-104;-235
-76;538
537;762
-988;-822
388;-708
-60;107
245;-809
-913;-786
-63;-692
-955;-691
909;-664
-162;-664
849;220
-378;115
636;-163
705;651
634;395
283;601
737;822
-551;-328
275;606
-199;249
-864;-532
154;-986
915;61
-20;852
-547;398
842;513
-161;485
4;-992
468;-941
996;820
-588;-600
-926;134
469;-464
155;-206
934;273
168;-881
243;46
-649;-401
-604;-853
876;511
-259;-598
-154;-424
-613;-402
22;-613
561;-700
271;-22
-745;423
513;-922
999;977
538;-314
-485;741
-513;-425
-308;830
-887;-532
66;-539
793;462
526;-660
-136;870
847;584
619;66
961;-563
-284;-459
-931;7
773;390
-135;-688
365;-187
-962;844
-235;616
683;995
-606;-980
763;-419
-813;112
666;839
978;369
-363;523
724;292
-293;-597
-415;-151
-191;387
-613;548
267;171
19;-868
705;-526
992;-884
556;-780
-436;-950
252;-410
-98;815
343;-851
-757;-465
-369;-288
145;414
-898;300
331;721
847;640
-9;211
78;176
186;-878
474;184
-411;-571
-923;-436
-832;122
805;-29
662;210
135;-535
-835;-150
-382;217
-726;75
826;-738
-588;-698
-748;768
-49;-875
640;-836
-932;861
4;-880
-173;-586
246;743
-465;900
-209;-274
619;366
827;784
883;209
927;-824
520;-635
-41;444
-12;-74
460;799
-449;13
-993;-142
-28;215
602;-224
-441;227
-393;-770
-9;918
934;316
-547;-608
-700;-12
-847;776
135;988
-776;-833
-457;-217
-298;802
925;-415
4;479
166;482
-746;-250
-885;-696
31;976
47;-493
-522;565
97;-723
120;321
-60;870
-23;-800
-151;-66
-514;-742
831;-547
-523;584
890;390
255;512
-698;-661
638;156
571;723
-378;581
-135;47
268;408
352;60
-580;57
959;-190
379;842
270;280
522;-899
4;475
9;-570
846;878
-804;927
-33;-178
88;-233
302;996
-712;918
481;695
295;-864
-981;-227
609;-135
-179;992
-737;-863
544;758
-435;-597
651;-29
208;-178
-987;797
-115;-994
-315;148
787;870
-555;-814
322;328
-113;-463
-522;344
766;958
732;28
687;301
-978;-832
254;352
-201;-544
-405;-169
327;-772
-461;182
471;60
31;862
352;148
-489;-219
-773;887
527;11
-175;439
553;-55
953;407
-223;11
111;54
-383;-497
-353;661
-299;111
608;106
958;148
-358;-852
829;-85
-969;-699
-702;-52
